FID,ogc_fid,state,hospname,establishment_id,parent_id,unit,medicare_prov_number,address_line_1,address_line_2,remoteness_area_code,remoteness_area,number_of_available_beds,_2012_13_peer_group_code,_2012_13_peer_group_name,admissions_reported,emergency_department,elective_surgery_reported,outpatient_clinics,_2011_12_peer_group_code,_2011_12_peer_group_name,longitude,latitude,geocode_quality,geocode_type,wkb_geometry
aihw_hospital_statistics_2012_2013.87,87,QLD,ST GEORGE HOSPITAL,310000120,,Hospital,,1 Victoria Street,St George 4487,3,Remote,34,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D3,Small remote acute,148.5932,-28.0301,GEOMETRIC_CENTER,establishment,POINT (-28.0300926 148.5931892)
aihw_hospital_statistics_2012_2013.88,88,QLD,WALLUMBILLA OUTPATIENTS CLINIC,310000123,,Hospital,,Raslie Road,Wallumbilla 4428,3,Remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,149.1815,-26.5816,GEOMETRIC_CENTER,establishment,POINT (-26.5816116 149.1814627)
aihw_hospital_statistics_2012_2013.89,89,QLD,BARALABA HOSPITAL,310000132,,Hospital,,Stopford Street,Baralaba 4702,2,Outer Regional,5,VS,Very small public,Yes,No,No,No,G,Un-peered and other,149.8096,-24.1842,GEOMETRIC_CENTER,establishment,POINT (-24.1842343 149.8095674)
aihw_hospital_statistics_2012_2013.90,90,QLD,GLADSTONE HOSPITAL,310000136,,Hospital,,Park Street,Gladstone 4680,1,Inner Regional,78,M,Medium public acute,Yes,Yes,Yes,No,C1,Medium (group 1),151.249,-23.8501,GEOMETRIC_CENTER,establishment,POINT (-23.8501045 151.2490152)
aihw_hospital_statistics_2012_2013.91,91,QLD,MOUNT MORGAN HOSPITAL,310000139,,Hospital,,Black Street,Mount Morgan 4714,1,Inner Regional,10,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,150.3928,-23.6449,GEOMETRIC_CENTER,establishment,POINT (-23.6448556 150.3928352)
aihw_hospital_statistics_2012_2013.92,92,QLD,ROCKHAMPTON BASE HOSPITAL,310000141,,Hospital,,Canning Street,Rockhampton 4700,1,Inner Regional,246,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,150.4945,-23.3796,GEOMETRIC_CENTER,establishment,POINT (-23.379618 150.49449740000003)
aihw_hospital_statistics_2012_2013.93,93,QLD,BLACKALL HOSPITAL,310000153,,Hospital,,Shamrock Street,Blackall 4472,4,Very remote,16,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,145.4496,-24.4224,GEOMETRIC_CENTER,establishment,POINT (-24.4224268 145.4495974)
aihw_hospital_statistics_2012_2013.94,94,QLD,LONGREACH HOSPITAL,310000156,,Hospital,,Jabiru Street,Longreach 4730,4,Very remote,31,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D3,Small remote acute,144.261,-23.4393,GEOMETRIC_CENTER,establishment,POINT (-23.4392962 144.2609677)
aihw_hospital_statistics_2012_2013.95,95,QLD,MUTTABURRA PRIMARY HEALTH CENTRE,310000157,,Hospital,,Edkins Street,Muttaburra 4732,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,144.5467,-22.5939,GEOMETRIC_CENTER,establishment,POINT (-22.5939076 144.5467154)
aihw_hospital_statistics_2012_2013.96,96,QLD,TAMBO PRIMARY HEALTH CENTRE,310000158,,Hospital,,Garden Street,Tambo 4478,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,146.2492,-24.8805,GEOMETRIC_CENTER,establishment,POINT (-24.8804751 146.249191)
aihw_hospital_statistics_2012_2013.97,97,QLD,WINTON HOSPITAL,310000159,,Hospital,,Bloomfield Street,Winton 4735,4,Very remote,8,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,143.0413,-22.3812,GEOMETRIC_CENTER,establishment,POINT (-22.3812377 143.0412693)
aihw_hospital_statistics_2012_2013.98,98,QLD,WINDORAH CLINIC,310000162,,Hospital,,Victoria Street,Windorah 4481,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,142.6547,-25.4203,GEOMETRIC_CENTER,establishment,POINT (-25.420346 142.654725)
aihw_hospital_statistics_2012_2013.99,99,QLD,MORANBAH HOSPITAL,310000173,,Hospital,,Elliott Street,Moranbah 4744,2,Outer Regional,12,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,148.0551,-22.0021,GEOMETRIC_CENTER,establishment,POINT (-22.0020825 148.0551067)
aihw_hospital_statistics_2012_2013.100,100,QLD,DYSART HOSPITAL,310000176,,Hospital,,Queen Elizabeth Drive,Dysart 4745,2,Outer Regional,9,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,148.3532,-22.5829,GEOMETRIC_CENTER,establishment,POINT (-22.5828634 148.3532304)
aihw_hospital_statistics_2012_2013.101,101,QLD,BOWEN HOSPITAL,310000192,,Hospital,,Gregory Street,Bowen 4805,2,Outer Regional,27,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,148.2398,-20.0073,GEOMETRIC_CENTER,establishment,POINT (-20.007323 148.2397895)
aihw_hospital_statistics_2012_2013.102,102,QLD,COLLINSVILLE HOSPITAL,310000194,,Hospital,,Garrick Street,Collinsville 4804,3,Remote,8,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,147.8384,-20.546,GEOMETRIC_CENTER,establishment,POINT (-20.5460407 147.8384043)
aihw_hospital_statistics_2012_2013.103,103,QLD,HOME HILL HOSPITAL,310000195,,Hospital,,Tenth Avenue,Home Hill 4806,2,Outer Regional,14,VS,Very small public,Yes,No,No,No,G,Un-peered and other,147.4164,-19.6613,GEOMETRIC_CENTER,establishment,POINT (-19.6613149 147.4164218)
aihw_hospital_statistics_2012_2013.104,104,QLD,JOYCE PALMER HEALTH SERVICE,310000197,,Hospital,,Beach Road,Palm Island 4816,3,Remote,13,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,146.5784,-18.7329,GEOMETRIC_CENTER,establishment,POINT (-18.7328859 146.5783926)
aihw_hospital_statistics_2012_2013.105,105,QLD,ROYAL BRISBANE & WOMEN'S HOSPITAL,310000201,,Hospital,,Butterfield Street,Herston 4006,0,Major Cities,1024,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,153.0287,-27.4467,GEOMETRIC_CENTER,establishment,POINT (-27.4467129 153.0287449)
aihw_hospital_statistics_2012_2013.106,106,QLD,BAMAGA HOSPITAL,310000213,,Hospital,,Sagaukaz Street,Bamaga 4876,4,Very remote,10,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,142.3851,-10.8953,GEOMETRIC_CENTER,establishment,POINT (-10.8952783 142.3850728)
aihw_hospital_statistics_2012_2013.107,107,QLD,GEORGETOWN HOSPITAL,310000219,,Hospital,,High Street,Georgetown 4871,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,143.5472,-18.2922,GEOMETRIC_CENTER,establishment,POINT (-18.2922273 143.54721849999999)
aihw_hospital_statistics_2012_2013.108,108,QLD,AURUKUN PRIMARY HEALTH CARE CENTRE,310000230,,Hospital,,Kang Kang Road,Aurukun 4871,4,Very remote,1,OT,Outpatient hospital,Yes,No,No,No,G,Un-peered and other,141.7279,-13.355,GEOMETRIC_CENTER,route,POINT (-13.3550469 141.7279246)
aihw_hospital_statistics_2012_2013.109,109,QLD,LOCKHART RIVER PRIMARY HEALTH CARE CENTRE,310000233,,Hospital,,Paytam Street,Lockhart River 4871,4,Very remote,1,VS,Very small public,Yes,No,No,No,G,Un-peered and other,143.3443,-12.7866,GEOMETRIC_CENTER,route,POINT (-12.7866264 143.3442531)
aihw_hospital_statistics_2012_2013.110,110,QLD,BURKETOWN HEALTH CLINIC,310000241,,Hospital,,Hospital Road,Burketown 4830,4,Very remote,1,VS,Very small public,Yes,No,No,No,G,Un-peered and other,139.5481,-17.7408,GEOMETRIC_CENTER,establishment,POINT (-17.7407571 139.5481016)
aihw_hospital_statistics_2012_2013.111,111,QLD,CAMOOWEAL HEALTH CLINIC,310000242,,Hospital,,Nowranie Street,Camooweal 4828,4,Very remote,3,VS,Very small public,Yes,No,No,No,G,Un-peered and other,138.1188,-19.9214,GEOMETRIC_CENTER,establishment,POINT (-19.9214148 138.1187698)
aihw_hospital_statistics_2012_2013.112,112,QLD,CLONCURRY HOSPITAL,310000243,,Hospital,,1 Musgrave Street,Cloncurry 4824,3,Remote,25,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,140.5277,-20.7039,GEOMETRIC_CENTER,establishment,POINT (-20.7039343 140.5277308)
aihw_hospital_statistics_2012_2013.113,113,QLD,NORMANTON HOSPITAL,310000247,,Hospital,,Brown Street,Normanton 4890,4,Very remote,14,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,141.0867,-17.6782,GEOMETRIC_CENTER,establishment,POINT (-17.6782474 141.0866815)
aihw_hospital_statistics_2012_2013.114,114,QLD,RICHMOND HOSPITAL,310000248,,Hospital,,Gallagher Drive,Richmond 4822,4,Very remote,10,VS,Very small public,Yes,No,No,No,G,Un-peered and other,143.1505,-20.739,GEOMETRIC_CENTER,establishment,POINT (-20.7390096 143.1505011)
aihw_hospital_statistics_2012_2013.729,729,VIC,Gippsland Southern Health Service,NET003323,,Network,,,Various,,,,,,No,No,No,No,C2,Medium (group 2),145.9514,-38.4874,ROOFTOP,establishment,POINT (-38.487372 145.951411)
aihw_hospital_statistics_2012_2013.115,115,QLD,MORNINGTON ISLAND HOSPITAL,310000249,,Hospital,,Lardyl Street,Mornington Island 4871,4,Very remote,11,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,139.181,-16.6647,GEOMETRIC_CENTER,establishment,POINT (-16.6647294 139.1810092)
aihw_hospital_statistics_2012_2013.116,116,QLD,KARUMBA HEALTH CLINIC,310000250,,Hospital,,160 Walker Street,Karumba 4891,4,Very remote,1,VS,Very small public,Yes,No,No,No,G,Un-peered and other,140.8494,-17.4798,GEOMETRIC_CENTER,establishment,POINT (-17.4798364 140.849371)
aihw_hospital_statistics_2012_2013.117,117,QLD,DOOMADGEE HOSPITAL,310000252,,Hospital,,Sharpe Street,Doomadgee 4830,4,Very remote,7,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,138.8286,-17.9423,GEOMETRIC_CENTER,establishment,POINT (-17.9423448 138.8286134)
aihw_hospital_statistics_2012_2013.118,118,QLD,PORMPURAAW PRIMARY HEALTH CARE CENTRE,310000254,,Hospital,,Korka Street,Pormpuraaw 4871,4,Very remote,1,VS,Very small public,Yes,No,No,No,G,Un-peered and other,141.6221,-14.8999,GEOMETRIC_CENTER,route,POINT (-14.899872199999999 141.6221489)
aihw_hospital_statistics_2012_2013.119,119,QLD,COEN PRIMARY HEALTH CARE CENTRE,310000255,,Hospital,,Armbrust Street,Coen 4871,4,Very remote,1,VS,Very small public,No,No,No,No,G,Un-peered and other,143.2014,-13.9451,GEOMETRIC_CENTER,establishment,POINT (-13.945127999999999 143.201418)
aihw_hospital_statistics_2012_2013.120,120,QLD,DIMBULAH OUTPATIENTS CLINIC,310000908,,Hospital,,Fourth Avenue,Cracow 4719,2,Outer Regional,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,150.2972,-25.2941,GEOMETRIC_CENTER,route,POINT (-25.2940713 150.2972055)
aihw_hospital_statistics_2012_2013.121,121,QLD,GLENMORGAN OUTPATIENTS CLINIC,310000912,,Hospital,,Corner of Elizabeth and William Streets,Duaringa 4712,3,Remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,149.6715,-23.7174,GEOMETRIC_CENTER,intersection,POINT (-23.717426399999997 149.6715227)
aihw_hospital_statistics_2012_2013.122,122,QLD,MILLAA MILLAA OUTPATIENTS CLINIC,310000920,,Hospital,,Gibson Street,Meandarra 4422,2,Outer Regional,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,149.8813,-27.3267,GEOMETRIC_CENTER,route,POINT (-27.326693 149.8813305)
aihw_hospital_statistics_2012_2013.123,123,QLD,MOONIE OUTPATIENTS CLINIC,310000935,,Hospital,,Moonie Highway,Moonie 4406,2,Outer Regional,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,150.3876,-27.6959,GEOMETRIC_CENTER,route,POINT (-27.6958761 150.38763469999998)
aihw_hospital_statistics_2012_2013.124,124,QLD,ISLAND MEDICAL SERVICE,310000939,,Hospital,,Victoria Parade,Thursday Island,4,Very remote,0,OT,Outpatient hospital,No,No,No,No,G,Un-peered and other,142.2109,-10.5882,GEOMETRIC_CENTER,doctor,POINT (-10.5881505 142.2108658)
aihw_hospital_statistics_2012_2013.125,125,QLD,BAILLIE HENDERSON HOSPITAL,340000701,,Hospital,,Corner of Hogg and Tor Streets,Toowoomba 4350,1,Inner Regional,180,Ps,Psychiatric public,Yes,No,No,No,F,Psychiatric,151.9346,-27.5259,GEOMETRIC_CENTER,establishment,POINT (-27.525874 151.93458799999996)
aihw_hospital_statistics_2012_2013.126,126,QLD,THE PARK CENTRE FOR MENTAL HEALTH,340000751,,Hospital,,Corner of Ellerton Drive and Wolston Park Road,Wacol 4076,0,Major Cities,176,Ps,Psychiatric public,Yes,No,No,No,F,Psychiatric,152.91,-27.6007,GEOMETRIC_CENTER,establishment,POINT (-27.600742299999997 152.9100103)
aihw_hospital_statistics_2012_2013.127,127,SA,Royal Adelaide Hospital,41CA00019,,Hospital,,North TCE,Adelaide 5000,0,Major Cities,874,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,138.6089,-34.9202,GEOMETRIC_CENTER,establishment,POINT (-34.9201564 138.60888529999997)
aihw_hospital_statistics_2012_2013.128,128,SA,Cleve District Health and Aged Care,41EY00082,,Hospital,,North TCE,Cleve 5640,3,Remote,20,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,136.494,-33.6982,GEOMETRIC_CENTER,establishment,POINT (-33.6982343 136.4940168)
aihw_hospital_statistics_2012_2013.129,129,SA,The Mannum District Hospital,41HM00145,,Hospital,,Parker ST,Mannum 5238,1,Inner Regional,13,S2,Other small public acute,Yes,No,No,No,D2,Small non-acute,139.3083,-34.9165,GEOMETRIC_CENTER,establishment,POINT (-34.9165466 139.30834789999997)
aihw_hospital_statistics_2012_2013.130,130,SA,Pinnaroo Soldiers' Memorial Hospital,41HM00193,,Hospital,,Bundey TCE,Pinnaroo 5304,3,Remote,8,VS,Very small public,Yes,No,No,No,G,Un-peered and other,140.902,-35.2577,GEOMETRIC_CENTER,establishment,POINT (-35.2576964 140.9020412)
aihw_hospital_statistics_2012_2013.131,131,SA,Crystal Brook and District Hospital,41MN00091,,Hospital,,Edmund TCE,Crystal Brook 5523,2,Outer Regional,13,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D2,Small non-acute,138.213,-33.3544,GEOMETRIC_CENTER,establishment,POINT (-33.3544286 138.2129859)
aihw_hospital_statistics_2012_2013.132,132,SA,Jamestown Hospital & Health Service,41MN00109,,Hospital,,South TCE,Jamestown 5491,2,Outer Regional,22,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D2,Small non-acute,138.6163,-33.2121,GEOMETRIC_CENTER,establishment,POINT (-33.2120856 138.616254)
aihw_hospital_statistics_2012_2013.133,133,SA,Port Pirie Regional Health Service,41MN00205,,Hospital,,Alexander ST,Port Pirie 5540,2,Outer Regional,68.7,S1,Small public acute with surgery/obstetrics,Yes,Yes,Yes,No,C2,Medium (group 2),138.004,-33.1773,GEOMETRIC_CENTER,establishment,POINT (-33.177349 138.0040311)
aihw_hospital_statistics_2012_2013.134,134,SA,Lyell McEwin Hospital,41NA00027,,Hospital,,Haydown RD,Elizabeth Vale 5112,0,Major Cities,308,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,138.6646,-34.7476,GEOMETRIC_CENTER,establishment,POINT (-34.7476037 138.6645818)
aihw_hospital_statistics_2012_2013.135,135,SA,Coober Pedy Hospital & Health Services,41NF00085,,Hospital,,Lot 89 Hospital RD,Coober Pedy 5723,4,Very remote,15,S2,Other small public acute,Yes,No,No,No,D3,Small remote acute,134.7619,-29.0045,GEOMETRIC_CENTER,establishment,POINT (-29.004496399999997 134.7619032)
aihw_hospital_statistics_2012_2013.136,136,SA,Hawker Memorial Hospital,41NF00103,,Hospital,,Cradock RD,Hawker 5434,2,Outer Regional,4,VS,Very small public,Yes,No,No,No,G,Un-peered and other,138.4282,-31.8934,GEOMETRIC_CENTER,establishment,POINT (-31.8934238 138.42823609999996)
aihw_hospital_statistics_2012_2013.137,137,SA,Quorn Health Services,41NF00208,,Hospital,,Hospital RD,Quorn 5433,2,Outer Regional,11,S2,Other small public acute,Yes,No,Yes,No,D1,Small regional acute,138.037,-32.3512,GEOMETRIC_CENTER,establishment,POINT (-32.3512353 138.0369948)
aihw_hospital_statistics_2012_2013.138,138,SA,Woomera Community Hospital,41NF00248,,Hospital,,Dewrang AV,Woomera 5720,4,Very remote,10,VS,Very small public,Yes,No,No,No,G,Un-peered and other,136.8254,-31.1996,GEOMETRIC_CENTER,route,POINT (-31.199649899999997 136.8254218)
aihw_hospital_statistics_2012_2013.139,139,SA,Loxton Hospital Complex,41RI00139,,Hospital,,Drabsch ST,Loxton 5333,2,Outer Regional,22,S1,Small public acute with surgery/obstetrics,Yes,No,Yes,No,D1,Small regional acute,140.5645,-34.4545,GEOMETRIC_CENTER,establishment,POINT (-34.4544556 140.5645145)
aihw_hospital_statistics_2012_2013.140,140,SA,Flinders Medical Centre,41SA00005,,Hospital,,Flinders DR,Bedford Park 5042,0,Major Cities,589.5,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,138.5691,-35.0214,GEOMETRIC_CENTER,establishment,POINT (-35.0214038 138.5690547)
aihw_hospital_statistics_2012_2013.141,141,SA,Noarlunga Public Hospital,41SA00033,,Hospital,,Alexander Kelly DR,Noarlunga Centre 5168,0,Major Cities,80.2,M,Medium public acute,Yes,Yes,Yes,Yes,C1,Medium (group 1),138.5007,-35.1402,GEOMETRIC_CENTER,establishment,POINT (-35.1401515 138.5006967)
aihw_hospital_statistics_2012_2013.142,142,SA,Kingston Soldiers' Memorial Hospital,41SE00124,,Hospital,,Cnr Cooke & Young ST,Kingston SE 5275,2,Outer Regional,10,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,139.8485,-36.8354,GEOMETRIC_CENTER,establishment,POINT (-36.8353782 139.8484968)
aihw_hospital_statistics_2012_2013.143,143,SA,Penola War Memorial Hospital,41SE00187,,Hospital,,18 Church ST,Penola 5277,2,Outer Regional,6,VS,Very small public,Yes,No,No,No,G,Un-peered and other,140.8364,-37.3827,GEOMETRIC_CENTER,establishment,POINT (-37.3827491 140.8364476)
aihw_hospital_statistics_2012_2013.144,144,SA,South East Regional CHS,41SE00224,,Hospital,,,,,,2,O5,Unpeered,No,No,No,No,G,Un-peered and other,140.7866,-37.8062,GEOMETRIC_CENTER,establishment,POINT (-37.806233 140.786569)
aihw_hospital_statistics_2012_2013.145,145,TAS,Esperance MPC,611000060,,Hospital,,Chapman Avenue,Dover 7117,2,Outer Regional,2,VS,Very small public,Yes,No,No,No,G,Un-peered and other,147.0178,-43.3153,GEOMETRIC_CENTER,establishment,POINT (-43.3152596 147.0178042)
aihw_hospital_statistics_2012_2013.146,146,TAS,St Helens District Hospital,612000039,,Hospital,,Circassion Street,St Helens 7216,2,Outer Regional,10,S2,Other small public acute,Yes,No,No,No,D1,Small regional acute,148.2468,-41.3234,GEOMETRIC_CENTER,establishment,POINT (-41.32340009999999 148.2467734)
aihw_hospital_statistics_2012_2013.147,147,TAS,St Marys CHC,612000040,,Hospital,,Gardiners Creek Road,St Marys 7215,2,Outer Regional,8,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,148.175,-41.5647,GEOMETRIC_CENTER,establishment,POINT (-41.5647076 148.17496179999998)
aihw_hospital_statistics_2012_2013.148,148,TAS,Flinders Island MPC,612000045,,Hospital,,James Street,Whitemark 7255,4,Very remote,4,VS,Very small public,Yes,No,No,No,G,Un-peered and other,148.0181,-40.122,GEOMETRIC_CENTER,route,POINT (-40.122037999999996 148.0180698)
aihw_hospital_statistics_2012_2013.149,149,TAS,Mersey,613000045,,Hospital,,Bass Highway,Latrobe 7307,2,Outer Regional,89,M,Medium public acute,Yes,Yes,Yes,Yes,B2,Large regional and remote,146.4212,-41.2282,GEOMETRIC_CENTER,establishment,POINT (-41.2282096 146.4211646)
aihw_hospital_statistics_2012_2013.150,150,VIC,Geelong Hospital,210102050,NET010441,Campus,,Bellerine Street,Geelong 3220,0,Major Cities,431,PR,Principal referral,Yes,Yes,Yes,Yes,A1,Principal referral,144.3646,-38.152,GEOMETRIC_CENTER,establishment,POINT (-38.152046999999996 144.364647)
aihw_hospital_statistics_2012_2013.151,151,VIC,Portland District Health,210102460,,Hospital,,Bentinck Street,Portland 3305,2,Outer Regional,53,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),141.6052,-38.3412,GEOMETRIC_CENTER,establishment,POINT (-38.3412033 141.6051898)
aihw_hospital_statistics_2012_2013.152,152,VIC,Lorne Community Hospital,210102550,,Hospital,,1 Albert Street,Lorne 3232,1,Inner Regional,4,S2,Other small public acute,Yes,No,No,No,G,Un-peered and other,143.9806,-38.5453,GEOMETRIC_CENTER,establishment,POINT (-38.5453019 143.9805958)
aihw_hospital_statistics_2012_2013.153,153,VIC,East Grampians Health Service [Ararat],210201101,NET003301,Campus,,Lot 5B Girdlestone Street,Ararat 3377,1,Inner Regional,43,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,C2,Medium (group 2),142.9328,-37.2789,GEOMETRIC_CENTER,establishment,POINT (-37.2788911 142.9327994)
aihw_hospital_statistics_2012_2013.154,154,VIC,East Grampians Health Service [Willaura],210201102,NET003301,Campus,,Delacombe Way,Willaura 3379,2,Outer Regional,8,VS,Very small public,Yes,No,No,No,G,Un-peered and other,142.7946,-37.5452,GEOMETRIC_CENTER,establishment,POINT (-37.5452043 142.7946447)
aihw_hospital_statistics_2012_2013.155,155,VIC,Bendigo Health Care Group [Anne Caudle],210301022,NET003292,Campus,,100 Barnard Street,Bendigo 3550,1,Inner Regional,97.08,N1,Non-acute public-rehabilitation and GEM,Yes,No,No,No,D2,Small non-acute,144.2806,-36.7511,GEOMETRIC_CENTER,dentist,POINT (-36.751096 144.28059199999998)
aihw_hospital_statistics_2012_2013.156,156,VIC,Kyneton District Health Service,210301270,,Hospital,,7-25 Caroline Chisholm Drive,Kyneton 3444,1,Inner Regional,18,S1,Small public acute with surgery/obstetrics,Yes,No,No,No,D1,Small regional acute,144.4701,-37.2547,GEOMETRIC_CENTER,establishment,POINT (-37.2547402 144.4701294)
aihw_hospital_statistics_2012_2013.157,157,VIC,Mildura Base Hospital,210302320,,Hospital,,Ontario Avenue,Mildura 3502,2,Outer Regional,128,L,Large public acute,Yes,Yes,No,Yes,B2,Large regional and remote,142.1437,-34.186,GEOMETRIC_CENTER,establishment,POINT (-34.1859523 142.143687)
aihw_hospital_statistics_2012_2013.158,158,VIC,Goulburn Valley Health [Shepparton],210401121,NET003297,Campus,,2 Graham Street,Shepparton 3630,1,Inner Regional,203.09,L,Large public acute,Yes,Yes,Yes,Yes,A1,Principal referral,145.404,-36.3629,GEOMETRIC_CENTER,dentist,POINT (-36.3629016 145.4039947)
